0 0 -0.000000e+00
0 1 -0.000000e+00
0 2 -0.000000e+00
0 3 -0.000000e+00
0 4 -0.000000e+00
0 5 -0.000000e+00
0 6 -0.000000e+00
0 7 -0.000000e+00
0 8 -0.000000e+00
0 9 -0.000000e+00
0 10 -0.000000e+00
0 11 -0.000000e+00
0 12 -0.000000e+00
0 13 -0.000000e+00
0 14 -0.000000e+00
0 15 -0.000000e+00
0 16 -0.000000e+00
0 17 -0.000000e+00
0 18 -0.000000e+00
0 19 -0.000000e+00
0 20 -0.000000e+00
0 21 -0.000000e+00
0 22 -0.000000e+00
0 23 -0.000000e+00
0 24 -0.000000e+00
0 25 -0.000000e+00
0 26 -0.000000e+00
0 27 -0.000000e+00
0 28 -0.000000e+00
0 29 -0.000000e+00
0 30 -0.000000e+00
0 31 -0.000000e+00
0 32 -0.000000e+00

1 0 -0.000000e+00
1 1 2.112459e+03
1 2 8.168360e+02
1 3 4.317017e+02
1 4 1.667266e+02
1 5 4.014063e+01
1 6 -1.524863e-02
1 7 -6.505407e+00
1 8 -6.264429e+00
1 9 -7.144314e+00
1 10 -9.939884e+00
1 11 -1.432957e+01
1 12 -2.025456e+01
1 13 -2.789213e+01
1 14 -3.751567e+01
1 15 -4.943848e+01
1 16 -6.400000e+01
1 17 -8.156348e+01
1 18 -1.025156e+02
1 19 -1.272666e+02
1 20 -1.562500e+02
1 21 -1.899229e+02
1 22 -2.287656e+02
1 23 -2.732822e+02
1 24 -3.240000e+02
1 25 -3.814697e+02
1 26 -4.462656e+02
1 27 -5.189854e+02
1 28 -6.002500e+02
1 29 -6.907041e+02
1 30 -7.910156e+02
1 31 -1.919877e+03
1 32 -0.000000e+00

2 0 -0.000000e+00
2 1 8.168360e+02
2 2 4.305547e+01
2 3 -2.543148e+01
2 4 -5.087580e+01
2 5 -4.245037e+01
2 6 -2.395097e+01
2 7 -1.009549e+01
2 8 -3.305187e+00
2 9 -8.570829e-01
2 10 -1.780424e-01
2 11 -2.984077e-02
2 12 -4.054876e-03
2 13 -4.482299e-04
2 14 -4.040662e-05
2 15 -2.976000e-06
2 16 -1.793289e-07
2 17 -8.850642e-09
2 18 -3.580744e-10
2 19 -1.188327e-11
2 20 -3.236627e-13
2 21 -7.238159e-15
2 22 -1.329507e-16
2 23 -2.006319e-18
2 24 -2.488015e-20
2 25 -2.535879e-22
2 26 -2.124667e-24
2 27 -1.463499e-26
2 28 -8.288501e-29
2 29 -3.859903e-31
2 30 -1.478163e-33
2 31 -1.000016e+03
2 32 -0.000000e+00

3 0 -0.000000e+00
3 1 4.317017e+02
3 2 -2.543148e+01
3 3 -4.742843e+01
3 4 -4.728502e+01
3 5 -3.272113e+01
3 6 -1.697654e+01
3 7 -6.835523e+00
3 8 -2.176268e+00
3 9 -5.540997e-01
3 10 -1.136593e-01
3 11 -1.887844e-02
3 12 -2.548260e-03
3 13 -2.802802e-04
3 14 -2.516979e-05
3 15 -1.848282e-06
3 16 -1.111149e-07
3 17 -5.473875e-09
3 18 -2.211334e-10
3 19 -7.330010e-12
3 20 -1.994568e-13
3 21 -4.457083e-15
3 22 -8.181685e-17
3 23 -1.234048e-18
3 24 -1.529699e-20
3 25 -1.558602e-22
3 26 -1.305504e-24
3 27 -8.990461e-27
3 28 -5.090792e-29
3 29 -2.370392e-31
3 30 -9.076371e-34
3 31 -9.700791e+02
3 32 -0.000000e+00

4 0 -0.000000e+00
4 1 1.667266e+02
4 2 -5.087580e+01
4 3 -4.728502e+01
4 4 -3.565309e+01
4 5 -2.141061e+01
4 6 -1.024102e+01
4 7 -3.920136e+00
4 8 -1.207103e+00
4 9 -3.003406e-01
4 10 -6.060147e-02
4 11 -9.944846e-03
4 12 -1.330274e-03
4 13 -1.453075e-04
4 14 -1.297935e-05
4 15 -9.491281e-07
4 16 -5.687150e-08
4 17 -2.794322e-09
4 18 -1.126479e-10
4 19 -3.727683e-12
4 20 -1.012956e-13
4 21 -2.261060e-15
4 22 -4.146809e-17
4 23 -6.250083e-19
4 24 -7.742845e-21
4 25 -7.885302e-23
4 26 -6.602192e-25
4 27 -4.545171e-27
4 28 -2.572986e-29
4 29 -1.197780e-31
4 30 -4.585546e-34
4 31 -9.282500e+02
4 32 -0.000000e+00

5 0 -0.000000e+00
5 1 4.014063e+01
5 2 -4.245037e+01
5 3 -3.272113e+01
5 4 -2.141061e+01
5 5 -1.163358e+01
5 6 -5.189398e+00
5 7 -1.891033e+00
5 8 -5.620739e-01
5 9 -1.362788e-01
5 10 -2.697270e-02
5 11 -4.362132e-03
5 12 -5.769977e-04
5 13 -6.247980e-05
5 14 -5.542918e-06
5 15 -4.031480e-07
5 16 -2.405284e-08
5 17 -1.177747e-09
5 18 -4.734726e-11
5 19 -1.563287e-12
5 20 -4.240355e-14
5 21 -9.451133e-16
5 22 -1.731269e-17
5 23 -2.606821e-19
5 24 -3.226849e-21
5 25 -3.284069e-23
5 26 -2.748208e-25
5 27 -1.891128e-27
5 28 -1.070168e-29
5 29 -4.980390e-32
5 30 -1.906216e-34
5 31 -8.746104e+02
5 32 -0.000000e+00

6 0 -0.000000e+00
6 1 -1.524863e-02
6 2 -2.395097e+01
6 3 -1.697654e+01
6 4 -1.024102e+01
6 5 -5.189398e+00
6 6 -2.187781e+00
6 7 -7.625845e-01
6 8 -2.189497e-01
6 9 -5.167433e-02
6 10 -1.001457e-02
6 11 -1.593070e-03
6 12 -2.079932e-04
6 13 -2.229059e-05
6 14 -1.961259e-06
6 15 -1.417055e-07
6 16 -8.409586e-09
6 17 -4.100069e-10
6 18 -1.642554e-11
6 19 -5.407955e-13
6 20 -1.463508e-14
6 21 -3.255818e-16
6 22 -5.954891e-18
6 23 -8.955192e-20
6 24 -1.107378e-21
6 25 -1.126066e-23
6 26 -9.416750e-26
6 27 -6.476293e-28
6 28 -3.663157e-30
6 29 -1.704124e-32
6 30 -6.520393e-35
6 31 -8.092656e+02
6 32 -0.000000e+00

7 0 -0.000000e+00
7 1 -6.505407e+00
7 2 -1.009549e+01
7 3 -6.835523e+00
7 4 -3.920136e+00
7 5 -1.891033e+00
7 6 -7.625845e-01
7 7 -2.558123e-01
7 8 -7.112054e-02
7 9 -1.634435e-02
7 10 -3.099238e-03
7 11 -4.843206e-04
7 12 -6.232456e-05
7 13 -6.601076e-06
7 14 -5.752583e-07
7 15 -4.124022e-08
7 16 -2.431875e-09
7 17 -1.179501e-10
7 18 -4.705219e-12
7 19 -1.543770e-13
7 20 -4.165891e-15
7 21 -9.246118e-17
7 22 -1.687882e-18
7 23 -2.534322e-20
7 24 -3.129849e-22
7 25 -3.179303e-24
7 26 -2.656392e-26
7 27 -1.825609e-28
7 28 -1.032006e-30
7 29 -4.798644e-33
7 30 -1.835351e-35
7 31 -7.323447e+02
7 32 -0.000000e+00

8 0 -0.000000e+00
8 1 -6.264429e+00
8 2 -3.305187e+00
8 3 -2.176268e+00
8 4 -1.207103e+00
8 5 -5.620739e-01
8 6 -2.189497e-01
8 7 -7.112054e-02
