Points_0,Points_1,Points_2,Points_Magnitude,arc_length,phi,Point ID,vtkValidPointMask
0,0,0,0,0,0,0,1
0.001,0.001,0,0.00141421,0.00141421,0.000187363,1,1
0.002,0.002,0,0.00282843,0.00282843,0.000368973,2,1
0.003,0.003,0,0.00424264,0.00424264,0.000544831,3,1
0.004,0.004,0,0.00565685,0.00565685,0.000714936,4,1
0.005,0.005,0,0.00707107,0.00707107,0.000879289,5,1
0.006,0.006,0,0.00848528,0.00848528,0.00103789,6,1
0.007,0.007,0,0.0098995,0.0098995,0.00119074,7,1
0.008,0.008,0,0.0113137,0.0113137,0.00133783,8,1
0.009,0.009,0,0.0127279,0.0127279,0.00147918,9,1
0.01,0.01,0,0.0141421,0.0141421,0.00161477,10,1
0.011,0.011,0,0.0155563,0.0155563,0.00174461,11,1
0.012,0.012,0,0.0169706,0.0169706,0.00186869,12,1
0.013,0.013,0,0.0183848,0.0183848,0.00198703,13,1
0.014,0.014,0,0.019799,0.019799,0.00209961,14,1
0.015,0.015,0,0.0212132,0.0212132,0.00220644,15,1
0.016,0.016,0,0.0226274,0.0226274,0.00231152,16,1
0.017,0.017,0,0.0240416,0.0240416,0.00242072,17,1
0.018,0.018,0,0.0254558,0.0254558,0.00252882,18,1
0.019,0.019,0,0.0268701,0.0268701,0.0026358,19,1
0.02,0.02,0,0.0282843,0.0282843,0.00274168,20,1
0.021,0.021,0,0.0296985,0.0296985,0.00284646,21,1
0.022,0.022,0,0.0311127,0.0311127,0.00295012,22,1
0.023,0.023,0,0.0325269,0.0325269,0.00305268,23,1
0.024,0.024,0,0.0339411,0.0339411,0.00315413,24,1
0.025,0.025,0,0.0353553,0.0353553,0.00325448,25,1
0.026,0.026,0,0.0367696,0.0367696,0.00335371,26,1
0.027,0.027,0,0.0381838,0.0381838,0.00345184,27,1
0.028,0.028,0,0.039598,0.039598,0.00354887,28,1
0.029,0.029,0,0.0410122,0.0410122,0.00364478,29,1
0.03,0.03,0,0.0424264,0.0424264,0.00373959,30,1
0.031,0.031,0,0.0438406,0.0438406,0.00383329,31,1
0.032,0.032,0,0.0452548,0.0452548,0.00393134,32,1
0.033,0.033,0,0.046669,0.046669,0.00403048,33,1
0.034,0.034,0,0.0480833,0.0480833,0.00412895,34,1
0.035,0.035,0,0.0494975,0.0494975,0.00422674,35,1
0.036,0.036,0,0.0509117,0.0509117,0.00432386,36,1
0.037,0.037,0,0.0523259,0.0523259,0.0044203,37,1
0.038,0.038,0,0.0537401,0.0537401,0.00451607,38,1
0.039,0.039,0,0.0551543,0.0551543,0.00461116,39,1
0.04,0.04,0,0.0565685,0.0565685,0.00470558,40,1
0.041,0.041,0,0.0579828,0.0579828,0.00479932,41,1
0.042,0.042,0,0.059397,0.059397,0.00489239,42,1
0.043,0.043,0,0.0608112,0.0608112,0.00498478,43,1
0.044,0.044,0,0.0622254,0.0622254,0.0050765,44,1
0.045,0.045,0,0.0636396,0.0636396,0.00516754,45,1
0.046,0.046,0,0.0650538,0.0650538,0.0052579,46,1
0.047,0.047,0,0.066468,0.066468,0.00534834,47,1
0.048,0.048,0,0.0678823,0.0678823,0.00544346,48,1
0.049,0.049,0,0.0692965,0.0692965,0.00553809,49,1
0.05,0.05,0,0.0707107,0.0707107,0.00563225,50,1
0.051,0.051,0,0.0721249,0.0721249,0.00572593,51,1
0.052,0.052,0,0.0735391,0.0735391,0.00581913,52,1
0.053,0.053,0,0.0749533,0.0749533,0.00591185,53,1
0.054,0.054,0,0.0763675,0.0763675,0.0060041,54,1
0.055,0.055,0,0.0777817,0.0777817,0.00609587,55,1
0.056,0.056,0,0.079196,0.079196,0.00618716,56,1
0.057,0.057,0,0.0806102,0.0806102,0.00627797,57,1
0.058,0.058,0,0.0820244,0.0820244,0.00636831,58,1
0.059,0.059,0,0.0834386,0.0834386,0.00645817,59,1
0.06,0.06,0,0.0848528,0.0848528,0.00654755,60,1
0.061,0.061,0,0.086267,0.086267,0.00663645,61,1
0.062,0.062,0,0.0876812,0.0876812,0.00672487,62,1
0.063,0.063,0,0.0890955,0.0890955,0.0068155,63,1
0.064,0.064,0,0.0905097,0.0905097,0.0069084,64,1
0.065,0.065,0,0.0919239,0.0919239,0.00700094,65,1
0.066,0.066,0,0.0933381,0.0933381,0.00709312,66,1
0.067,0.067,0,0.0947523,0.0947523,0.00718493,67,1
0.068,0.068,0,0.0961665,0.0961665,0.00727638,68,1
0.069,0.069,0,0.0975807,0.0975807,0.00736746,69,1
0.07,0.07,0,0.0989949,0.0989949,0.00745818,70,1
0.071,0.071,0,0.100409,0.100409,0.00754853,71,1
0.072,0.072,0,0.101823,0.101823,0.00763852,72,1
0.073,0.073,0,0.103238,0.103238,0.00772814,73,1
0.074,0.074,0,0.104652,0.104652,0.00781741,74,1
0.075,0.075,0,0.106066,0.106066,0.0079063,75,1
0.076,0.076,0,0.10748,0.10748,0.00799483,76,1
0.077,0.077,0,0.108894,0.108894,0.008083,77,1
0.078,0.078,0,0.110309,0.110309,0.0081708,78,1
0.079,0.079,0,0.111723,0.111723,0.00826258,79,1
0.08,0.08,0,0.113137,0.113137,0.00835468,80,1
0.081,0.081,0,0.114551,0.114551,0.00844649,81,1
0.082,0.082,0,0.115966,0.115966,0.00853801,82,1
0.083,0.083,0,0.11738,0.11738,0.00862924,83,1
0.084,0.084,0,0.118794,0.118794,0.00872017,84,1
0.085,0.085,0,0.120208,0.120208,0.00881082,85,1
0.086,0.086,0,0.121622,0.121622,0.00890118,86,1
0.087,0.087,0,0.123037,0.123037,0.00899124,87,1
0.088,0.088,0,0.124451,0.124451,0.00908102,88,1
0.089,0.089,0,0.125865,0.125865,0.00917051,89,1
0.09,0.09,0,0.127279,0.127279,0.0092597,90,1
0.091,0.091,0,0.128693,0.128693,0.00934861,91,1
0.092,0.092,0,0.130108,0.130108,0.00943722,92,1
0.093,0.093,0,0.131522,0.131522,0.00952554,93,1
0.094,0.094,0,0.132936,0.132936,0.00961475,94,1
0.095,0.095,0,0.13435,0.13435,0.00970722,95,1
0.096,0.096,0,0.135765,0.135765,0.00979945,96,1
0.097,0.097,0,0.137179,0.137179,0.00989144,97,1
0.098,0.098,0,0.138593,0.138593,0.0099832,98,1
0.099,0.099,0,0.140007,0.140007,0.0100747,99,1
0.1,0.1,0,0.141421,0.141421,0.010166,100,1
0.101,0.101,0,0.142836,0.142836,0.010257,101,1
0.102,0.102,0,0.14425,0.14425,0.0103478,102,1
0.103,0.103,0,0.145664,0.145664,0.0104384,103,1
0.104,0.104,0,0.147078,0.147078,0.0105287,104,1
0.105,0.105,0,0.148492,0.148492,0.0106188,105,1
0.106,0.106,0,0.149907,0.149907,0.0107087,106,1
0.107,0.107,0,0.151321,0.151321,0.0107983,107,1
0.108,0.108,0,0.152735,0.152735,0.0108877,108,1
0.109,0.109,0,0.154149,0.154149,0.0109768,109,1
0.11,0.11,0,0.155563,0.155563,0.0110686,110,1
0.111,0.111,0,0.156978,0.156978,0.0111619,111,1
0.112,0.112,0,0.158392,0.158392,0.0112549,112,1
0.113,0.113,0,0.159806,0.159806,0.0113478,113,1
0.114,0.114,0,0.16122,0.16122,0.0114405,114,1
0.115,0.115,0,0.162635,0.162635,0.011533,115,1
0.116,0.116,0,0.164049,0.164049,0.0116253,116,1
0.117,0.117,0,0.165463,0.165463,0.0117173,117,1
0.118,0.118,0,0.166877,0.166877,0.0118092,118,1
0.119,0.119,0,0.168291,0.168291,0.0119009,119,1
0.12,0.12,0,0.169706,0.169706,0.0119924,120,1
0.121,0.121,0,0.17112,0.17112,0.0120837,121,1
0.122,0.122,0,0.172534,0.172534,0.0121748,122,1
0.123,0.123,0,0.173948,0.173948,0.0122657,123,1
0.124,0.124,0,0.175362,0.175362,0.0123564,124,1
0.125,0.125,0,0.176777,0.176777,0.0124469,125,1
0.126,0.126,0,0.178191,0.178191,0.0125418,126,1
0.127,0.127,0,0.179605,0.179605,0.0126365,127,1
0.128,0.128,0,0.181019,0.181019,0.012731,128,1
0.129,0.129,0,0.182434,0.182434,0.0128254,129,1
0.13,0.13,0,0.183848,0.183848,0.0129196,130,1
0.131,0.131,0,0.185262,0.185262,0.0130136,131,1
