Points_0,Points_1,Points_2,Points_Magnitude,arc_length,phi,Point ID,vtkValidPointMask
0.5,0,0,0.5,0,0.0464921,0,1
0.5,0.001,0,0.500001,0.001,0.0465245,1,1
0.5,0.002,0,0.500004,0.002,0.046557,2,1
0.5,0.003,0,0.500009,0.003,0.0465894,3,1
0.5,0.004,0,0.500016,0.004,0.0466219,4,1
0.5,0.005,0,0.500025,0.005,0.0466552,5,1
0.5,0.006,0,0.500036,0.006,0.0466885,6,1
0.5,0.007,0,0.500049,0.007,0.0467217,7,1
0.5,0.008,0,0.500064,0.008,0.0467552,8,1
0.5,0.009,0,0.500081,0.009,0.0467893,9,1
0.5,0.01,0,0.5001,0.01,0.0468233,10,1
0.5,0.011,0,0.500121,0.011,0.0468574,11,1
0.5,0.012,0,0.500144,0.012,0.0468918,12,1
0.5,0.013,0,0.500169,0.013,0.0469267,13,1
0.5,0.014,0,0.500196,0.014,0.0469617,14,1
0.5,0.015,0,0.500225,0.015,0.0469966,15,1
0.5,0.016,0,0.500256,0.016,0.0470319,16,1
0.5,0.017,0,0.500289,0.017,0.0470676,17,1
0.5,0.018,0,0.500324,0.018,0.0471034,18,1
0.5,0.019,0,0.500361,0.019,0.0471392,19,1
0.5,0.02,0,0.5004,0.02,0.0471754,20,1
0.5,0.021,0,0.500441,0.021,0.047212,21,1
0.5,0.022,0,0.500484,0.022,0.0472486,22,1
0.5,0.023,0,0.500529,0.023,0.0472852,23,1
0.5,0.024,0,0.500576,0.024,0.0473223,24,1
0.5,0.025,0,0.500625,0.025,0.0473597,25,1
0.5,0.026,0,0.500676,0.026,0.0473972,26,1
0.5,0.027,0,0.500728,0.027,0.0474347,27,1
0.5,0.028,0,0.500783,0.028,0.0474727,28,1
0.5,0.029,0,0.50084,0.029,0.047511,29,1
0.5,0.03,0,0.500899,0.03,0.0475493,30,1
0.5,0.031,0,0.50096,0.031,0.0475876,31,1
0.5,0.032,0,0.501023,0.032,0.0476265,32,1
0.5,0.033,0,0.501088,0.033,0.0476656,33,1
0.5,0.034,0,0.501155,0.034,0.0477048,34,1
0.5,0.035,0,0.501224,0.035,0.0477439,35,1
0.5,0.036,0,0.501294,0.036,0.0477838,36,1
0.5,0.037,0,0.501367,0.037,0.0478238,37,1
0.5,0.038,0,0.501442,0.038,0.0478638,38,1
0.5,0.039,0,0.501519,0.039,0.0479038,39,1
0.5,0.04,0,0.501597,0.04,0.0479445,40,1
0.5,0.041,0,0.501678,0.041,0.0479854,41,1
0.5,0.042,0,0.501761,0.042,0.0480262,42,1
0.5,0.043,0,0.501846,0.043,0.0480671,43,1
0.5,0.044,0,0.501932,0.044,0.0481087,44,1
0.5,0.045,0,0.502021,0.045,0.0481504,45,1
0.5,0.046,0,0.502112,0.046,0.0481921,46,1
0.5,0.047,0,0.502204,0.047,0.0482339,47,1
0.5,0.048,0,0.502299,0.048,0.0482764,48,1
0.5,0.049,0,0.502395,0.049,0.048319,49,1
0.5,0.05,0,0.502494,0.05,0.0483615,50,1
0.5,0.051,0,0.502594,0.051,0.0484042,51,1
0.5,0.052,0,0.502697,0.052,0.0484476,52,1
0.5,0.053,0,0.502801,0.053,0.048491,53,1
0.5,0.054,0,0.502908,0.054,0.0485344,54,1
0.5,0.055,0,0.503016,0.055,0.048578,55,1
0.5,0.056,0,0.503126,0.056,0.0486223,56,1
0.5,0.057,0,0.503238,0.057,0.0486665,57,1
0.5,0.058,0,0.503353,0.058,0.0487107,58,1
0.5,0.059,0,0.503469,0.059,0.0487553,59,1
0.5,0.06,0,0.503587,0.06,0.0488004,60,1
0.5,0.061,0,0.503707,0.061,0.0488455,61,1
0.5,0.062,0,0.503829,0.062,0.0488906,62,1
0.5,0.063,0,0.503953,0.063,0.0489361,63,1
0.5,0.064,0,0.504079,0.064,0.0489821,64,1
0.5,0.065,0,0.504207,0.065,0.049028,65,1
0.5,0.066,0,0.504337,0.066,0.049074,66,1
0.5,0.067,0,0.504469,0.067,0.0491205,67,1
0.5,0.068,0,0.504603,0.068,0.0491673,68,1
0.5,0.069,0,0.504739,0.069,0.0492141,69,1
0.5,0.07,0,0.504876,0.07,0.0492609,70,1
0.5,0.071,0,0.505016,0.071,0.0493083,71,1
0.5,0.072,0,0.505157,0.072,0.0493559,72,1
0.5,0.073,0,0.505301,0.073,0.0494036,73,1
0.5,0.074,0,0.505446,0.074,0.0494513,74,1
0.5,0.075,0,0.505594,0.075,0.0494996,75,1
0.5,0.076,0,0.505743,0.076,0.0495481,76,1
0.5,0.077,0,0.505894,0.077,0.0495967,77,1
0.5,0.078,0,0.506047,0.078,0.0496452,78,1
0.5,0.079,0,0.506203,0.079,0.0496945,79,1
0.5,0.08,0,0.50636,0.08,0.0497439,80,1
0.5,0.081,0,0.506518,0.081,0.0497933,81,1
0.5,0.082,0,0.506679,0.082,0.0498427,82,1
0.5,0.083,0,0.506842,0.083,0.0498929,83,1
0.5,0.084,0,0.507007,0.084,0.0499431,84,1
0.5,0.085,0,0.507174,0.085,0.0499934,85,1
0.5,0.086,0,0.507342,0.086,0.0500437,86,1
0.5,0.087,0,0.507513,0.087,0.0500948,87,1
0.5,0.088,0,0.507685,0.088,0.0501459,88,1
0.5,0.089,0,0.507859,0.089,0.0501971,89,1
0.5,0.09,0,0.508035,0.09,0.0502483,90,1
0.5,0.091,0,0.508214,0.091,0.0503003,91,1
0.5,0.092,0,0.508394,0.092,0.0503523,92,1
0.5,0.093,0,0.508575,0.093,0.0504043,93,1
0.5,0.094,0,0.508759,0.094,0.0504565,94,1
0.5,0.095,0,0.508945,0.095,0.0505094,95,1
0.5,0.096,0,0.509133,0.096,0.0505622,96,1
0.5,0.097,0,0.509322,0.097,0.0506151,97,1
0.5,0.098,0,0.509513,0.098,0.0506683,98,1
0.5,0.099,0,0.509707,0.099,0.050722,99,1
0.5,0.1,0,0.509902,0.1,0.0507757,100,1
0.5,0.101,0,0.510099,0.101,0.0508295,101,1
0.5,0.102,0,0.510298,0.102,0.0508836,102,1
0.5,0.103,0,0.510499,0.103,0.0509382,103,1
0.5,0.104,0,0.510701,0.104,0.0509928,104,1
0.5,0.105,0,0.510906,0.105,0.0510474,105,1
0.5,0.106,0,0.511113,0.106,0.0511024,106,1
0.5,0.107,0,0.511321,0.107,0.0511579,107,1
0.5,0.108,0,0.511531,0.108,0.0512134,108,1
0.5,0.109,0,0.511743,0.109,0.0512689,109,1
0.5,0.11,0,0.511957,0.11,0.0513249,110,1
0.5,0.111,0,0.512173,0.111,0.0513813,111,1
0.5,0.112,0,0.51239,0.112,0.0514377,112,1
0.5,0.113,0,0.51261,0.113,0.051494,113,1
0.5,0.114,0,0.512831,0.114,0.051551,114,1
0.5,0.115,0,0.513055,0.115,0.0516082,115,1
0.5,0.116,0,0.51328,0.116,0.0516655,116,1
0.5,0.117,0,0.513507,0.117,0.0517227,117,1
0.5,0.118,0,0.513735,0.118,0.0517806,118,1
0.5,0.119,0,0.513966,0.119,0.0518388,119,1
0.5,0.12,0,0.514198,0.12,0.0518969,120,1
0.5,0.121,0,0.514433,0.121,0.051955,121,1
0.5,0.122,0,0.514669,0.122,0.0520139,122,1
0.5,0.123,0,0.514907,0.123,0.0520729,123,1
0.5,0.124,0,0.515147,0.124,0.0521319,124,1
0.5,0.125,0,0.515388,0.125,0.052191,125,1
0.5,0.126,0,0.515632,0.126,0.0522508,126,1
0.5,0.127,0,0.515877,0.127,0.0523107,127,1
0.5,0.128,0,0.516124,0.128,0.0523706,128,1
0.5,0.129,0,0.516373,0.129,0.0524306,129,1
0.5,0.13,0,0.516624,0.13,0.0524914,130,1
0.5,0.131,0,0.516876,0.131,0.0525522,131,1
0.5,0.132,0,0.517131,0.132,0.052613,132,1
0.5,0.133,0,0.517387,0.133,0.0526739,133,1
0.5,0.134,0,0.517645,0.134,0.0527356,134,1
0.5,0.135,0,0.517904,0.135,0.0527972,135,1
0.5,0.136,0,0.518166,0.136,0.0528589,136,1
0.5,0.137,0,0.518429,0.137,0.0529208,137,1
0.5,0.138,0,0.518695,0.138,0.0529833,138,1
0.5,0.139,0,0.518961,0.139,0.0530459,139,1
0.5,0.14,0,0.51923,0.14,0.0531085,140,1
0.5,0.141,0,0.519501,0.141,0.0531714,141,1
0.5,0.142,0,0.519773,0.142,0.0532348,142,1
0.5,0.143,0,0.520047,0.143,0.0532983,143,1
0.5,0.144,0,0.520323,0.144,0.0533617,144,1
0.5,0.145,0,0.520601,0.145,0.0534256,145,1
0.5,0.146,0,0.52088,0.146,0.05349,146,1
0.5,0.147,0,0.521161,0.147,0.0535543,147,1
0.5,0.148,0,0.521444,0.148,0.0536186,148,1
0.5,0.149,0,0.521729,0.149,0.0536835,149,1
0.5,0.15,0,0.522015,0.15,0.0537488,150,1
0.5,0.151,0,0.522304,0.151,0.053814,151,1
0.5,0.152,0,0.522594,0.152,0.0538793,152,1
0.5,0.153,0,0.522885,0.153,0.0539451,153,1
0.5,0.154,0,0.523179,0.154,0.0540113,154,1
0.5,0.155,0,0.523474,0.155,0.0540775,155,1
0.5,0.156,0,0.523771,0.156,0.0541436,156,1
0.5,0.157,0,0.52407,0.157,0.0542105,157,1
0.5,0.158,0,0.52437,0.158,0.0542775,158,1
0.5,0.159,0,0.524672,0.159,0.0543446,159,1
0.5,0.16,0,0.524976,0.16,0.0544117,160,1
0.5,0.161,0,0.525282,0.161,0.0544795,161,1
0.5,0.162,0,0.525589,0.162,0.0545475,162,1
0.5,0.163,0,0.525898,0.163,0.0546155,163,1
0.5,0.164,0,0.526209,0.164,0.0546835,164,1
0.5,0.165,0,0.526522,0.165,0.0547523,165,1
0.5,0.166,0,0.526836,0.166,0.0548212,166,1
0.5,0.167,0,0.527152,0.167,0.05489,167,1
0.5,0.168,0,0.527469,0.168,0.0549589,168,1
0.5,0.169,0,0.527789,0.169,0.0550287,169,1
0.5,0.17,0,0.52811,0.17,0.0550985,170,1
0.5,0.171,0,0.528433,0.171,0.0551684,171,1
0.5,0.172,0,0.528757,0.172,0.0552383,172,1
0.5,0.173,0,0.529083,0.173,0.055309,173,1
0.5,0.174,0,0.529411,0.174,0.0553797,174,1
0.5,0.175,0,0.529741,0.175,0.0554505,175,1
0.5,0.176,0,0.530072,0.176,0.0555214,176,1
0.5,0.177,0,0.530405,0.177,0.055593,177,1
0.5,0.178,0,0.530739,0.178,0.0556647,178,1
0.5,0.179,0,0.531075,0.179,0.0557363,179,1
0.5,0.18,0,0.531413,0.18,0.0558082,180,1
0.5,0.181,0,0.531753,0.181,0.0558808,181,1
0.5,0.182,0,0.532094,0.182,0.0559534,182,1
0.5,0.183,0,0.532437,0.183,0.056026,183,1
0.5,0.184,0,0.532781,0.184,0.0560989,184,1
0.5,0.185,0,0.533128,0.185,0.0561724,185,1
0.5,0.186,0,0.533475,0.186,0.056246,186,1
0.5,0.187,0,0.533825,0.187,0.0563195,187,1
0.5,0.188,0,0.534176,0.188,0.0563934,188,1
0.5,0.189,0,0.534529,0.189,0.0564679,189,1
0.5,0.19,0,0.534883,0.19,0.0565423,190,1
0.5,0.191,0,0.535239,0.191,0.0566168,191,1
0.5,0.192,0,0.535597,0.192,0.0566918,192,1
0.5,0.193,0,0.535956,0.193,0.0567672,193,1
0.5,0.194,0,0.536317,0.194,0.0568426,194,1
0.5,0.195,0,0.53668,0.195,0.0569179,195,1
0.5,0.196,0,0.537044,0.196,0.056994,196,1
0.5,0.197,0,0.53741,0.197,0.0570703,197,1
0.5,0.198,0,0.537777,0.198,0.0571466,198,1
0.5,0.199,0,0.538146,0.199,0.0572229,199,1
0.5,0.2,0,0.538516,0.2,0.0573,200,1
0.5,0.201,0,0.538889,0.201,0.0573772,201,1
0.5,0.202,0,0.539262,0.202,0.0574545,202,1
0.5,0.203,0,0.539638,0.203,0.0575318,203,1
0.5,0.204,0,0.540015,0.204,0.0576099,204,1
0.5,0.205,0,0.540393,0.205,0.0576881,205,1
0.5,0.206,0,0.540774,0.206,0.0577664,206,1
0.5,0.207,0,0.541155,0.207,0.0578446,207,1
0.5,0.208,0,0.541539,0.208,0.0579238,208,1
0.5,0.209,0,0.541923,0.209,0.0580029,209,1
0.5,0.21,0,0.54231,0.21,0.0580821,210,1
0.5,0.211,0,0.542698,0.211,0.0581613,211,1
0.5,0.212,0,0.543087,0.212,0.0582415,212,1
0.5,0.213,0,0.543479,0.213,0.0583216,213,1
0.5,0.214,0,0.543871,0.214,0.0584018,214,1
0.5,0.215,0,0.544266,0.215,0.0584821,215,1
0.5,0.216,0,0.544661,0.216,0.0585632,216,1
0.5,0.217,0,0.545059,0.217,0.0586443,217,1
0.5,0.218,0,0.545458,0.218,0.0587255,218,1
0.5,0.219,0,0.545858,0.219,0.0588068,219,1
0.5,0.22,0,0.54626,0.22,0.0588889,220,1
0.5,0.221,0,0.546664,0.221,0.058971,221,1
0.5,0.222,0,0.547069,0.222,0.0590531,222,1
0.5,0.223,0,0.547475,0.223,0.0591356,223,1
0.5,0.224,0,0.547883,0.224,0.0592186,224,1
0.5,0.225,0,0.548293,0.225,0.0593017,225,1
0.5,0.226,0,0.548704,0.226,0.0593848,226,1
0.5,0.227,0,0.549117,0.227,0.0594683,227,1
0.5,0.228,0,0.549531,0.228,0.0595523,228,1
0.5,0.229,0,0.549946,0.229,0.0596364,229,1
0.5,0.23,0,0.550364,0.23,0.0597204,230,1
0.5,0.231,0,0.550782,0.231,0.059805,231,1
0.5,0.232,0,0.551202,0.232,0.0598901,232,1
0.5,0.233,0,0.551624,0.233,0.0599751,233,1
0.5,0.234,0,0.552047,0.234,0.0600602,234,1
0.5,0.235,0,0.552472,0.235,0.0601459,235,1
0.5,0.236,0,0.552898,0.236,0.0602319,236,1
0.5,0.237,0,0.553325,0.237,0.060318,237,1
0.5,0.238,0,0.553754,0.238,0.0604041,238,1
0.5,0.239,0,0.554185,0.239,0.0604908,239,1
0.5,0.24,0,0.554617,0.24,0.0605779,240,1
0.5,0.241,0,0.55505,0.241,0.0606649,241,1
0.5,0.242,0,0.555485,0.242,0.0607519,242,1
0.5,0.243,0,0.555922,0.243,0.0608398,243,1
0.5,0.244,0,0.55636,0.244,0.0609279,244,1
0.5,0.245,0,0.556799,0.245,0.061016,245,1
0.5,0.246,0,0.55724,0.246,0.0611041,246,1
0.5,0.247,0,0.557682,0.247,0.0611931,247,1
0.5,0.248,0,0.558125,0.248,0.0612822,248,1
0.5,0.249,0,0.558571,0.249,0.0613713,249,1
0.5,0.25,0,0.559017,0.25,0.0614604,250,1
0.5,0.251,0,0.559465,0.251,0.0615505,251,1
0.5,0.252,0,0.559914,0.252,0.0616406,252,1
0.5,0.253,0,0.560365,0.253,0.0617307,253,1
0.5,0.254,0,0.560817,0.254,0.061821,254,1
0.5,0.255,0,0.561271,0.255,0.0619121,255,1
0.5,0.256,0,0.561726,0.256,0.0620033,256,1
0.5,0.257,0,0.562182,0.257,0.0620945,257,1
0.5,0.258,0,0.56264,0.258,0.0621858,258,1
0.5,0.259,0,0.563099,0.259,0.062278,259,1
