Points_0,Points_1,Points_2,Points_Magnitude,arc_length,phi,Point ID,vtkValidPointMask
0.486,0.486,0,0.687308,0.687308,0.0867321,486,1
0.487,0.487,0,0.688722,0.688722,0.0872566,487,1
0.488,0.488,0,0.690136,0.690136,0.0877816,488,1
0.489,0.489,0,0.69155,0.69155,0.0883172,489,1
0.49,0.49,0,0.692965,0.692965,0.0888571,490,1
0.491,0.491,0,0.694379,0.694379,0.0893975,491,1
0.492,0.492,0,0.695793,0.695793,0.0899384,492,1
0.493,0.493,0,0.697207,0.697207,0.0904918,493,1
0.494,0.494,0,0.698622,0.698622,0.0910484,494,1
0.495,0.495,0,0.700036,0.700036,0.0916055,495,1
0.496,0.496,0,0.70145,0.70145,0.092163,496,1
0.497,0.497,0,0.702864,0.702864,0.0927348,497,1
0.498,0.498,0,0.704278,0.704278,0.0933085,498,1
0.499,0.499,0,0.705693,0.705693,0.0938827,499,1
0.5,0.5,0,0.707107,0.707107,0.0944573,500,1
0.501,0.501,0,0.708521,0.708521,0.0950482,501,1
0.502,0.502,0,0.709935,0.709935,0.0956395,502,1
0.503,0.503,0,0.711349,0.711349,0.0962314,503,1
0.504,0.504,0,0.712764,0.712764,0.0968252,504,1
0.505,0.505,0,0.714178,0.714178,0.0974344,505,1
0.506,0.506,0,0.715592,0.715592,0.098044,506,1
0.507,0.507,0,0.717006,0.717006,0.0986542,507,1
0.508,0.508,0,0.718421,0.718421,0.0992679,508,1
0.509,0.509,0,0.719835,0.719835,0.0998958,509,1
0.51,0.51,0,0.721249,0.721249,0.100524,510,1
0.511,0.511,0,0.722663,0.722663,0.101153,511,1
0.512,0.512,0,0.724077,0.724077,0.101787,512,1
0.513,0.513,0,0.725492,0.725492,0.102435,513,1
0.514,0.514,0,0.726906,0.726906,0.103083,514,1
0.515,0.515,0,0.72832,0.72832,0.103732,515,1
0.516,0.516,0,0.729734,0.729734,0.104387,516,1
0.517,0.517,0,0.731148,0.731148,0.105055,517,1
0.518,0.518,0,0.732563,0.732563,0.105723,518,1
0.519,0.519,0,0.733977,0.733977,0.106392,519,1
0.52,0.52,0,0.735391,0.735391,0.10707,520,1
0.521,0.521,0,0.736805,0.736805,0.107759,521,1
0.522,0.522,0,0.738219,0.738219,0.108448,522,1
0.523,0.523,0,0.739634,0.739634,0.109137,523,1
0.524,0.524,0,0.741048,0.741048,0.109838,524,1
0.525,0.525,0,0.742462,0.742462,0.110549,525,1
0.526,0.526,0,0.743876,0.743876,0.111259,526,1
0.527,0.527,0,0.745291,0.745291,0.111971,527,1
0.528,0.528,0,0.746705,0.746705,0.112696,528,1
0.529,0.529,0,0.748119,0.748119,0.113428,529,1
0.53,0.53,0,0.749533,0.749533,0.114161,530,1
0.531,0.531,0,0.750947,0.750947,0.114895,531,1
0.532,0.532,0,0.752362,0.752362,0.115645,532,1
0.533,0.533,0,0.753776,0.753776,0.1164,533,1
0.534,0.534,0,0.75519,0.75519,0.117157,534,1
0.535,0.535,0,0.756604,0.756604,0.117913,535,1
0.536,0.536,0,0.758018,0.758018,0.118689,536,1
0.537,0.537,0,0.759433,0.759433,0.119468,537,1
0.538,0.538,0,0.760847,0.760847,0.120249,538,1
0.539,0.539,0,0.762261,0.762261,0.121029,539,1
0.54,0.54,0,0.763675,0.763675,0.121831,540,1
0.541,0.541,0,0.76509,0.76509,0.122635,541,1
0.542,0.542,0,0.766504,0.766504,0.12344,542,1
0.543,0.543,0,0.767918,0.767918,0.124246,543,1
0.544,0.544,0,0.769332,0.769332,0.125075,544,1
0.545,0.545,0,0.770746,0.770746,0.125905,545,1
0.546,0.546,0,0.772161,0.772161,0.126735,546,1
0.547,0.547,0,0.773575,0.773575,0.127569,547,1
0.548,0.548,0,0.774989,0.774989,0.128424,548,1
0.549,0.549,0,0.776403,0.776403,0.129281,549,1
0.55,0.55,0,0.777817,0.777817,0.130137,550,1
0.551,0.551,0,0.779232,0.779232,0.131,551,1
0.552,0.552,0,0.780646,0.780646,0.131883,552,1
0.553,0.553,0,0.78206,0.78206,0.132766,553,1
0.554,0.554,0,0.783474,0.783474,0.13365,554,1
0.555,0.555,0,0.784889,0.784889,0.134542,555,1
0.556,0.556,0,0.786303,0.786303,0.135454,556,1
0.557,0.557,0,0.787717,0.787717,0.136365,557,1
0.558,0.558,0,0.789131,0.789131,0.137278,558,1
0.559,0.559,0,0.790545,0.790545,0.138201,559,1
0.56,0.56,0,0.79196,0.79196,0.139142,560,1
0.561,0.561,0,0.793374,0.793374,0.140083,561,1
0.562,0.562,0,0.794788,0.794788,0.141024,562,1
0.563,0.563,0,0.796202,0.796202,0.14198,563,1
0.564,0.564,0,0.797616,0.797616,0.142951,564,1
0.565,0.565,0,0.799031,0.799031,0.143922,565,1
0.566,0.566,0,0.800445,0.800445,0.144893,566,1
0.567,0.567,0,0.801859,0.801859,0.145883,567,1
0.568,0.568,0,0.803273,0.803273,0.146885,568,1
0.569,0.569,0,0.804688,0.804688,0.147887,569,1
0.57,0.57,0,0.806102,0.806102,0.14889,570,1
0.571,0.571,0,0.807516,0.807516,0.149914,571,1
0.572,0.572,0,0.80893,0.80893,0.150948,572,1
0.573,0.573,0,0.810344,0.810344,0.151982,573,1
0.574,0.574,0,0.811759,0.811759,0.153017,574,1
0.575,0.575,0,0.813173,0.813173,0.154077,575,1
0.576,0.576,0,0.814587,0.814587,0.155145,576,1
0.577,0.577,0,0.816001,0.816001,0.156213,577,1
0.578,0.578,0,0.817415,0.817415,0.157282,578,1
0.579,0.579,0,0.81883,0.81883,0.158379,579,1
0.58,0.58,0,0.820244,0.820244,0.159481,580,1
0.581,0.581,0,0.821658,0.821658,0.160584,581,1
0.582,0.582,0,0.823072,0.823072,0.161687,582,1
0.583,0.583,0,0.824487,0.824486,0.162823,583,1
0.584,0.584,0,0.825901,0.825901,0.163961,584,1
0.585,0.585,0,0.827315,0.827315,0.165099,585,1
0.586,0.586,0,0.828729,0.828729,0.16624,586,1
0.587,0.587,0,0.830143,0.830143,0.167414,587,1
0.588,0.588,0,0.831558,0.831558,0.168589,588,1
0.589,0.589,0,0.832972,0.832972,0.169764,589,1
0.59,0.59,0,0.834386,0.834386,0.170946,590,1
0.591,0.591,0,0.8358,0.8358,0.172158,591,1
0.592,0.592,0,0.837214,0.837214,0.173371,592,1
0.593,0.593,0,0.838629,0.838629,0.174585,593,1
0.594,0.594,0,0.840043,0.840043,0.175809,594,1
0.595,0.595,0,0.841457,0.841457,0.177061,595,1
0.596,0.596,0,0.842871,0.842871,0.178313,596,1
0.597,0.597,0,0.844285,0.844285,0.179567,597,1
0.598,0.598,0,0.8457,0.8457,0.180834,598,1
0.599,0.599,0,0.847114,0.847114,0.182127,599,1
0.6,0.6,0,0.848528,0.848528,0.18342,600,1
0.601,0.601,0,0.849942,0.849942,0.184715,601,1
0.602,0.602,0,0.851357,0.851357,0.186027,602,1
0.603,0.603,0,0.852771,0.852771,0.187362,603,1
0.604,0.604,0,0.854185,0.854185,0.188698,604,1
0.605,0.605,0,0.855599,0.855599,0.190034,605,1
0.606,0.606,0,0.857013,0.857013,0.191393,606,1
0.607,0.607,0,0.858428,0.858428,0.192772,607,1
0.608,0.608,0,0.859842,0.859842,0.194152,608,1
0.609,0.609,0,0.861256,0.861256,0.195533,609,1
0.61,0.61,0,0.86267,0.86267,0.19694,610,1
0.611,0.611,0,0.864084,0.864084,0.198365,611,1
0.612,0.612,0,0.865499,0.865499,0.19979,612,1
0.613,0.613,0,0.866913,0.866913,0.201216,613,1
0.614,0.614,0,0.868327,0.868327,0.202674,614,1
0.615,0.615,0,0.869741,0.869741,0.204146,615,1
0.616,0.616,0,0.871156,0.871156,0.205617,616,1
0.617,0.617,0,0.87257,0.87257,0.20709,617,1
0.618,0.618,0,0.873984,0.873984,0.2086,618,1
0.619,0.619,0,0.875398,0.875398,0.210121,619,1
0.62,0.62,0,0.876812,0.876812,0.211641,620,1
0.621,0.621,0,0.878227,0.878227,0.213163,621,1
0.622,0.622,0,0.879641,0.879641,0.214728,622,1
0.623,0.623,0,0.881055,0.881055,0.216299,623,1
0.624,0.624,0,0.882469,0.882469,0.21787,624,1
0.625,0.625,0,0.883883,0.883883,0.219441,625,1
0.626,0.626,0,0.885298,0.885298,0.221063,626,1
0.627,0.627,0,0.886712,0.886712,0.222686,627,1
0.628,0.628,0,0.888126,0.888126,0.224309,628,1
0.629,0.629,0,0.88954,0.88954,0.225937,629,1
0.63,0.63,0,0.890955,0.890955,0.227613,630,1
0.631,0.631,0,0.892369,0.892369,0.229289,631,1
0.632,0.632,0,0.893783,0.893783,0.230966,632,1
0.633,0.633,0,0.895197,0.895197,0.232654,633,1
0.634,0.634,0,0.896611,0.896611,0.234385,634,1
0.635,0.635,0,0.898026,0.898026,0.236117,635,1
0.636,0.636,0,0.89944,0.89944,0.237849,636,1
