0 0 -0.000000e+00
0 1 -0.000000e+00
0 2 -0.000000e+00
0 3 -0.000000e+00
0 4 -0.000000e+00
0 5 -0.000000e+00
0 6 -0.000000e+00
0 7 -0.000000e+00
0 8 -0.000000e+00
0 9 -0.000000e+00
0 10 -0.000000e+00
0 11 -0.000000e+00
0 12 -0.000000e+00
0 13 -0.000000e+00
0 14 -0.000000e+00
0 15 -0.000000e+00
0 16 -0.000000e+00
0 17 -0.000000e+00
0 18 -0.000000e+00
0 19 -0.000000e+00
0 20 -0.000000e+00
0 21 -0.000000e+00
0 22 -0.000000e+00
0 23 -0.000000e+00
0 24 -0.000000e+00
0 25 -0.000000e+00
0 26 -0.000000e+00
0 27 -0.000000e+00
0 28 -0.000000e+00
0 29 -0.000000e+00
0 30 -0.000000e+00
0 31 -0.000000e+00
0 32 -0.000000e+00
0 33 -0.000000e+00
0 34 -0.000000e+00
0 35 -0.000000e+00
0 36 -0.000000e+00
0 37 -0.000000e+00
0 38 -0.000000e+00
0 39 -0.000000e+00
0 40 -0.000000e+00
0 41 -0.000000e+00
0 42 -0.000000e+00
0 43 -0.000000e+00
0 44 -0.000000e+00
0 45 -0.000000e+00
0 46 -0.000000e+00
0 47 -0.000000e+00
0 48 -0.000000e+00
0 49 -0.000000e+00
0 50 -0.000000e+00
0 51 -0.000000e+00
0 52 -0.000000e+00
0 53 -0.000000e+00
0 54 -0.000000e+00
0 55 -0.000000e+00
0 56 -0.000000e+00
0 57 -0.000000e+00
0 58 -0.000000e+00
0 59 -0.000000e+00
0 60 -0.000000e+00
0 61 -0.000000e+00
0 62 -0.000000e+00
0 63 -0.000000e+00
0 64 -0.000000e+00

1 0 -0.000000e+00
1 1 8.352591e+03
1 2 4.022451e+03
1 3 3.522775e+03
1 4 2.925057e+03
1 5 2.302118e+03
1 6 1.716735e+03
1 7 1.212345e+03
1 8 8.100915e+02
1 9 5.114547e+02
1 10 3.042535e+02
1 11 1.694654e+02
1 12 8.692957e+01
1 13 3.900118e+01
1 14 1.214945e+01
1 15 -2.959200e+00
1 16 -1.220111e+01
1 17 -1.898788e+01
1 18 -2.516649e+01
1 19 -3.168770e+01
1 20 -3.903685e+01
1 21 -4.748074e+01
1 22 -5.719494e+01
1 23 -6.832298e+01
1 24 -8.100119e+01
1 25 -9.536793e+01
1 26 -1.115666e+02
1 27 -1.297464e+02
1 28 -1.500625e+02
1 29 -1.726760e+02
1 30 -1.977539e+02
1 31 -2.254690e+02
1 32 -2.560000e+02
1 33 -2.895315e+02
1 34 -3.262539e+02
1 35 -3.663635e+02
1 36 -4.100625e+02
1 37 -4.575588e+02
1 38 -5.090664e+02
1 39 -5.648049e+02
1 40 -6.250000e+02
1 41 -6.898831e+02
1 42 -7.596914e+02
1 43 -8.346682e+02
1 44 -9.150625e+02
1 45 -1.001129e+03
1 46 -1.093129e+03
1 47 -1.191328e+03
1 48 -1.296000e+03
1 49 -1.407422e+03
1 50 -1.525879e+03
1 51 -1.651660e+03
1 52 -1.785062e+03
1 53 -1.926387e+03
1 54 -2.075941e+03
1 55 -2.234039e+03
1 56 -2.401000e+03
1 57 -2.577149e+03
1 58 -2.762816e+03
1 59 -2.958340e+03
1 60 -3.164062e+03
1 61 -3.380332e+03
1 62 -3.607504e+03
1 63 -7.935938e+03
1 64 -0.000000e+00

2 0 -0.000000e+00
2 1 4.022451e+03
2 2 2.622832e+02
2 3 1.973616e+02
2 4 1.252148e+02
2 5 5.791685e+01
2 6 4.316513e+00
2 7 -3.140331e+01
2 8 -4.956436e+01
2 9 -5.365670e+01
2 10 -4.855536e+01
2 11 -3.896114e+01
2 12 -2.844735e+01
2 13 -1.916183e+01
2 14 -1.200574e+01
2 15 -7.034202e+00
2 16 -3.868214e+00
2 17 -2.001819e+00
2 18 -9.768213e-01
2 19 -4.501321e-01
2 20 -1.961178e-01
2 21 -8.086513e-02
2 22 -3.157992e-02
2 23 -1.168816e-02
2 24 -4.102053e-03
2 25 -1.365760e-03
2 26 -4.315537e-04
2 27 -1.294581e-04
2 28 -3.687940e-05
2 29 -9.979525e-06
2 30 -2.565693e-06
2 31 -6.268370e-07
2 32 -1.455580e-07
2 33 -3.213052e-08
2 34 -6.743119e-09
2 35 -1.345614e-09
2 36 -2.553563e-10
2 37 -4.608763e-11
2 38 -7.911791e-12
2 39 -1.291979e-12
2 40 -2.007059e-13
2 41 -2.966337e-14
2 42 -4.171239e-15
2 43 -5.581108e-16
2 44 -7.105765e-17
2 45 -8.609120e-18
2 46 -9.926247e-19
2 47 -1.089203e-19
2 48 -1.137492e-20
2 49 -1.130628e-21
2 50 -1.069643e-22
2 51 -9.632069e-24
2 52 -8.256115e-25
2 53 -6.736274e-26
2 54 -5.231946e-27
2 55 -3.868274e-28
2 56 -2.722651e-29
2 57 -1.824303e-30
2 58 -1.163701e-31
2 59 -7.066971e-33
2 60 -4.085838e-34
2 61 -2.249014e-35
2 62 -1.178618e-36
2 63 -4.072004e+03
2 64 -0.000000e+00

3 0 -0.000000e+00
3 1 3.522775e+03
3 2 1.973616e+02
3 3 1.438972e+02
3 4 8.487717e+01
3 5 3.043136e+01
3 6 -1.210373e+01
3 7 -3.938830e+01
3 8 -5.190727e+01
3 9 -5.279877e+01
3 10 -4.631357e+01
3 11 -3.648297e+01
3 12 -2.631846e+01
3 13 -1.757913e+01
3 14 -1.094644e+01
3 15 -6.383676e+00
3 16 -3.497735e+00
3 17 -1.804859e+00
3 18 -8.786452e-01
3 19 -4.041089e-01
3 20 -1.757821e-01
3 21 -7.238149e-02
3 22 -2.823407e-02
3 23 -1.043940e-02
3 24 -3.660627e-03
3 25 -1.217871e-03
3 26 -3.845696e-04
3 27 -1.152965e-04
3 28 -3.282812e-05
3 29 -8.879162e-06
3 30 -2.281853e-06
3 31 -5.572843e-07
3 32 -1.293640e-07
3 33 -2.854723e-08
3 34 -5.989465e-09
3 35 -1.194922e-09
3 36 -2.267080e-10
3 37 -4.090858e-11
3 38 -7.021375e-12
3 39 -1.146375e-12
3 40 -1.780580e-13
3 41 -2.631222e-14
3 42 -3.699496e-15
3 43 -4.949290e-16
3 44 -6.300605e-17
3 45 -7.632782e-18
3 46 -8.799645e-19
3 47 -9.654908e-20
3 48 -1.008206e-20
3 49 -1.002041e-21
3 50 -9.479186e-23
3 51 -8.535341e-24
3 52 -7.315568e-25
3 53 -5.968496e-26
3 54 -4.635354e-27
3 55 -3.426992e-28
3 56 -2.411934e-29
3 57 -1.616030e-30
3 58 -1.030799e-31
3 59 -6.259611e-33
3 60 -3.618909e-34
3 61 -1.991921e-35
3 62 -1.043849e-36
3 63 -4.042020e+03
3 64 -0.000000e+00

4 0 -0.000000e+00
4 1 2.925057e+03
4 2 1.252148e+02
4 3 8.487717e+01
4 4 4.084927e+01
4 5 1.011324e+00
4 6 -2.903881e+01
4 7 -4.691462e+01
4 8 -5.326166e+01
4 9 -5.078316e+01
4 10 -4.298638e+01
4 11 -3.311633e+01
4 12 -2.353263e+01
4 13 -1.555009e+01
